Order ID,Customer Name,Category,Sub Category,,
OD5202,Amrish,Fruits & Veggies,Organic Fruits,,
OD5203,Krithika,Snacks,Noodles,,
OD5204,Rumaiza,Oil & Masala,Masalas,,
OD5205,Krithika,Snacks,Chocolates,,
OD5206,Sharon,Snacks,Cookies,,
OD5207,Peer,Snacks,Cookies,,
OD5208,Krithika,"Eggs, Meat & Fish",Fish,,
OD5209,Adavan,Beverages,Health Drinks,,
OD5210,Vince,Snacks,Chocolates,,
OD5211,Kumar,Food Grains,Dals & Pulses,,
OD5212,Adavan,Snacks,Cookies,,
OD5213,Shah,Fruits & Veggies,Fresh Fruits,,
OD5214,Malik,Fruits & Veggies,Organic Fruits,,
OD5215,Haseena,Beverages,Soft Drinks,,
OD5216,Krithika,"Eggs, Meat & Fish",Eggs,,
OD5217,Akash,"Eggs, Meat & Fish",Eggs,,
OD5218,Willams,Bakery,Breads & Buns,,
OD5219,Krithika,Fruits & Veggies,Fresh Fruits,,
OD5220,Hussain,Bakery,Cakes,,
OD5221,Ridhesh,"Eggs, Meat & Fish",Eggs,,
OD5222,Arvind,Beverages,Health Drinks,,
OD5223,Peer,Beverages,Soft Drinks,,
OD5224,Suresh,Snacks,Noodles,,
OD5225,Shah,Fruits & Veggies,Organic Fruits,,
OD5226,Ravi,Snacks,Cookies,,
OD5227,Yusuf,Food Grains,Rice,,
OD5228,Kumar,Fruits & Veggies,Fresh Vegetables,,
OD5229,Harish,Oil & Masala,Spices,,
OD5230,Vidya,Food Grains,Dals & Pulses,,
OD5231,Verma,Bakery,Biscuits,,
OD5232,Vince,Snacks,Chocolates,,
OD5233,Adavan,Snacks,Cookies,,
OD5234,Harish,Oil & Masala,Edible Oil & Ghee,,
OD5235,Haseena,Snacks,Chocolates,,
OD5236,Shree,Fruits & Veggies,Organic Fruits,,
OD5237,Harish,Oil & Masala,Edible Oil & Ghee,,
OD5238,Rumaiza,Fruits & Veggies,Organic Vegetables,,
OD5239,Amrish,Oil & Masala,Spices,,
OD5240,Aditi,Oil & Masala,Masalas,,
OD5241,Shree,Snacks,Cookies,,
OD5242,Veronica,Fruits & Veggies,Organic Fruits,,
OD5243,Anu,Food Grains,Rice,,
OD5244,Suresh,Bakery,Biscuits,,
OD5245,Veronica,Food Grains,Organic Staples,,
OD5246,Harish,Beverages,Soft Drinks,,
OD5247,Yusuf,Beverages,Health Drinks,,
OD5248,Haseena,"Eggs, Meat & Fish",Chicken,,
OD5249,Sundar,Snacks,Noodles,,
OD5250,Jonas,Bakery,Cakes,,
OD5251,Peer,Snacks,Cookies,,
OD5252,Ridhesh,Beverages,Health Drinks,,
OD5253,Sheeba,Snacks,Cookies,,
OD5254,Sundar,Food Grains,Organic Staples,,
OD5255,Vidya,Food Grains,Atta & Flour,,
OD5256,Sheeba,Fruits & Veggies,Fresh Fruits,,
OD5257,Amy,"Eggs, Meat & Fish",Mutton,,
OD5258,Alan,Bakery,Cakes,,
OD5259,Adavan,Oil & Masala,Spices,,
OD5260,Yusuf,Beverages,Health Drinks,,
OD5261,Amy,Oil & Masala,Masalas,,
OD5262,Esther,Bakery,Biscuits,,
OD5263,Vince,"Eggs, Meat & Fish",Chicken,,
OD5264,Ravi,"Eggs, Meat & Fish",Mutton,,
OD5265,Vince,"Eggs, Meat & Fish",Chicken,,
OD5266,Sabeela,Beverages,Soft Drinks,,
OD5267,James,Fruits & Veggies,Fresh Fruits,,
OD5268,Jackson,Fruits & Veggies,Organic Fruits,,
OD5269,Alan,Snacks,Cookies,,
OD5270,Harish,Bakery,Breads & Buns,,
OD5271,Willams,Bakery,Cakes,,
OD5272,Sudeep,Snacks,Chocolates,,
OD5273,Sudeep,Fruits & Veggies,Organic Vegetables,,
OD5274,Yusuf,Beverages,Health Drinks,,
OD5275,Veronica,Beverages,Health Drinks,,
OD5276,Peer,Snacks,Cookies,,
OD5277,Krithika,Oil & Masala,Masalas,,
OD5278,Vidya,Oil & Masala,Spices,,
OD5279,Malik,Oil & Masala,Masalas,,
OD5280,Ridhesh,Beverages,Soft Drinks,,
OD5281,Alan,Snacks,Cookies,,
OD5282,Mathew,Beverages,Health Drinks,,
OD5283,Sabeela,Beverages,Soft Drinks,,
OD5284,Vince,"Eggs, Meat & Fish",Eggs,,
OD5285,Adavan,Snacks,Cookies,,
OD5286,Verma,"Eggs, Meat & Fish",Fish,,
OD5287,Sheeba,Beverages,Health Drinks,,
OD5288,Akash,Food Grains,Rice,,
OD5289,Esther,"Eggs, Meat & Fish",Fish,,
OD5290,Esther,Beverages,Health Drinks,,
OD5291,Roshan,Oil & Masala,Edible Oil & Ghee,,
OD5292,Alan,"Eggs, Meat & Fish",Eggs,,
OD5293,Peer,Snacks,Chocolates,,
OD5294,Malik,Beverages,Soft Drinks,,
OD5295,Ridhesh,Food Grains,Rice,,
OD5296,Adavan,Oil & Masala,Edible Oil & Ghee,,
OD5297,Alan,Oil & Masala,Masalas,,
OD5298,Sheeba,Bakery,Cakes,,
OD5299,Anu,"Eggs, Meat & Fish",Fish,,
OD5300,Akash,Oil & Masala,Spices,,
OD5301,James,Snacks,Noodles,,
OD5302,Shah,Bakery,Breads & Buns,,
OD5303,Akash,"Eggs, Meat & Fish",Eggs,,
OD5304,Akash,Food Grains,Dals & Pulses,,
OD5305,Akash,Bakery,Breads & Buns,,
OD5306,Vidya,Snacks,Noodles,,
OD5307,Kumar,Food Grains,Atta & Flour,,
OD5308,Yusuf,"Eggs, Meat & Fish",Eggs,,
OD5309,Haseena,Fruits & Veggies,Organic Fruits,,
OD5310,Vince,Beverages,Health Drinks,,
OD5311,Suresh,Oil & Masala,Edible Oil & Ghee,,
OD5312,Arvind,"Eggs, Meat & Fish",Mutton,,
OD5313,Surya,Food Grains,Organic Staples,,
OD5314,Veronica,Food Grains,Rice,,
OD5315,Esther,"Eggs, Meat & Fish",Mutton,,
OD5316,Surya,Beverages,Health Drinks,,
OD5317,Ganesh,Bakery,Breads & Buns,,
OD5318,Akash,Oil & Masala,Masalas,,
OD5319,Esther,Bakery,Breads & Buns,,
OD5320,Kumar,Fruits & Veggies,Organic Fruits,,
OD5321,Ravi,Snacks,Noodles,,
OD5322,Amy,Fruits & Veggies,Fresh Fruits,,
OD5323,Arutra,"Eggs, Meat & Fish",Chicken,,
OD5324,Verma,Oil & Masala,Edible Oil & Ghee,,
OD5325,Yadav,Oil & Masala,Masalas,,
OD5326,Mathew,Beverages,Health Drinks,,
OD5327,Muneer,Fruits & Veggies,Organic Vegetables,,
OD5328,Shree,Snacks,Noodles,,
OD5329,Shah,Snacks,Chocolates,,
OD5330,Sudeep,Bakery,Cakes,,
OD5331,Yadav,Fruits & Veggies,Fresh Vegetables,,
OD5332,Ganesh,Bakery,Breads & Buns,,
OD5333,Ram,Bakery,Biscuits,,
OD5334,Harish,Snacks,Chocolates,,
OD5335,Komal,Snacks,Noodles,,
OD5336,Suresh,Bakery,Biscuits,,
OD5337,Jackson,Bakery,Breads & Buns,,
OD5338,Ridhesh,Bakery,Cakes,,
OD5339,Sheeba,Snacks,Noodles,,
OD5340,Ram,Oil & Masala,Edible Oil & Ghee,,
OD5341,Amy,Food Grains,Dals & Pulses,,
OD5342,Ram,Oil & Masala,Masalas,,
OD5343,Arutra,Beverages,Health Drinks,,
OD5344,James,Food Grains,Dals & Pulses,,
OD5345,Rumaiza,Fruits & Veggies,Fresh Fruits,,
OD5346,Hussain,Oil & Masala,Edible Oil & Ghee,,
OD5347,Muneer,Bakery,Breads & Buns,,
OD5348,Komal,Food Grains,Atta & Flour,,
OD5349,Suresh,Oil & Masala,Edible Oil & Ghee,,
OD5350,Hafiz,Beverages,Soft Drinks,,
OD5351,Arutra,Bakery,Biscuits,,
OD5352,Amy,Fruits & Veggies,Organic Vegetables,,
OD5353,Sabeela,Bakery,Breads & Buns,,
OD5354,Roshan,Snacks,Cookies,,
OD5355,Sudeep,Food Grains,Organic Staples,,
OD5356,Ganesh,Beverages,Soft Drinks,,
OD5357,Sabeela,Food Grains,Organic Staples,,
OD5358,Sharon,Fruits & Veggies,Fresh Vegetables,,
OD5359,Jackson,Bakery,Breads & Buns,,
OD5360,James,Food Grains,Organic Staples,,
OD5361,Vinne,"Eggs, Meat & Fish",Eggs,,
OD5362,Amy,"Eggs, Meat & Fish",Mutton,,
OD5363,Muneer,Oil & Masala,Edible Oil & Ghee,,
OD5364,Ram,"Eggs, Meat & Fish",Mutton,,
OD5365,Krithika,Bakery,Cakes,,
OD5366,Anu,Beverages,Health Drinks,,
OD5367,Shah,Food Grains,Rice,,
OD5368,Amrish,Beverages,Health Drinks,,
OD5369,Sundar,Food Grains,Atta & Flour,,
OD5370,Sabeela,Beverages,Soft Drinks,,
OD5371,Sabeela,Beverages,Health Drinks,,
OD5372,James,"Eggs, Meat & Fish",Eggs,,
OD5373,Roshan,Oil & Masala,Spices,,
OD5374,Vinne,Oil & Masala,Masalas,,
OD5375,Arvind,Fruits & Veggies,Fresh Fruits,,
OD5376,Hussain,"Eggs, Meat & Fish",Chicken,,
OD5377,Peer,Food Grains,Atta & Flour,,
OD5378,Kumar,Snacks,Cookies,,
OD5379,Willams,Snacks,Chocolates,,
OD5380,Suresh,Food Grains,Dals & Pulses,,
OD5381,Sudeep,"Eggs, Meat & Fish",Mutton,,
OD5382,James,Snacks,Chocolates,,
OD5383,Hussain,Beverages,Health Drinks,,
OD5384,Jonas,Beverages,Health Drinks,,
OD5385,Shah,Oil & Masala,Masalas,,
OD5386,Sharon,Snacks,Cookies,,
OD5387,Krithika,Bakery,Cakes,,
OD5388,Willams,Fruits & Veggies,Organic Fruits,,
OD5389,Veronica,Beverages,Soft Drinks,,
OD5390,Ganesh,Fruits & Veggies,Fresh Vegetables,,
OD5391,Amrish,Fruits & Veggies,Fresh Vegetables,,
OD5392,James,"Eggs, Meat & Fish",Chicken,,
OD5393,Akash,Oil & Masala,Spices,,
OD5394,Willams,Oil & Masala,Spices,,
OD5395,Muneer,Fruits & Veggies,Fresh Fruits,,
OD5396,Shah,Snacks,Chocolates,,
OD5397,Krithika,Snacks,Noodles,,
OD5398,Alan,"Eggs, Meat & Fish",Eggs,,
OD5399,Amrish,Fruits & Veggies,Fresh Fruits,,
OD5400,Ridhesh,Beverages,Soft Drinks,,
OD5401,Malik,Snacks,Cookies,,
OD5402,Sundar,Oil & Masala,Spices,,
OD5403,Harish,Oil & Masala,Spices,,
OD5404,Ram,Beverages,Health Drinks,,
OD5405,Ridhesh,Bakery,Biscuits,,
OD5406,Sharon,Bakery,Cakes,,
OD5407,Willams,"Eggs, Meat & Fish",Mutton,,
OD5408,Sabeela,Beverages,Health Drinks,,
OD5409,Verma,Bakery,Biscuits,,
OD5410,Alan,Bakery,Breads & Buns,,
OD5411,Peer,Oil & Masala,Masalas,,
OD5412,Amrish,"Eggs, Meat & Fish",Mutton,,
OD5413,Sudha,Bakery,Biscuits,,
OD5414,Anu,"Eggs, Meat & Fish",Chicken,,
OD5415,Haseena,Bakery,Biscuits,,
OD5416,Malik,Bakery,Breads & Buns,,
OD5417,Suresh,Food Grains,Rice,,
OD5418,Sudeep,Snacks,Chocolates,,
OD5419,Mathew,"Eggs, Meat & Fish",Eggs,,
OD5420,Vince,Fruits & Veggies,Organic Vegetables,,
OD5421,Ridhesh,Beverages,Health Drinks,,
OD5422,Rumaiza,Bakery,Cakes,,
OD5423,Ramesh,Beverages,Soft Drinks,,
OD5424,Ramesh,Snacks,Noodles,,
OD5425,Jackson,"Eggs, Meat & Fish",Chicken,,
OD5426,Surya,Snacks,Cookies,,
OD5427,Jonas,"Eggs, Meat & Fish",Fish,,
OD5428,Yusuf,"Eggs, Meat & Fish",Eggs,,
OD5429,Veronica,"Eggs, Meat & Fish",Mutton,,
OD5430,Muneer,Beverages,Health Drinks,,
OD5431,Vinne,Fruits & Veggies,Organic Vegetables,,
OD5432,Yusuf,Bakery,Biscuits,,
OD5433,Sudha,Fruits & Veggies,Fresh Fruits,,
OD5434,Aditi,Bakery,Cakes,,
OD5435,Yadav,Fruits & Veggies,Fresh Fruits,,
OD5436,Aditi,Snacks,Noodles,,
OD5437,Rumaiza,Beverages,Soft Drinks,,
OD5438,Anu,"Eggs, Meat & Fish",Mutton,,
OD5439,Hussain,Beverages,Soft Drinks,,
OD5440,Jonas,"Eggs, Meat & Fish",Eggs,,
OD5441,Adavan,Fruits & Veggies,Fresh Fruits,,
OD5442,Suresh,Food Grains,Atta & Flour,,
OD5443,Ganesh,Snacks,Cookies,,
OD5444,Roshan,Food Grains,Rice,,
OD5445,Mathew,Food Grains,Atta & Flour,,
OD5446,Malik,Bakery,Breads & Buns,,
OD5447,Rumaiza,Beverages,Soft Drinks,,
OD5448,Vidya,Beverages,Health Drinks,,
OD5449,Arutra,Food Grains,Atta & Flour,,
OD5450,Komal,Fruits & Veggies,Organic Fruits,,
OD5451,Verma,Beverages,Health Drinks,,
OD5452,Sudha,Snacks,Cookies,,
OD5453,Sheeba,Snacks,Noodles,,
OD5454,Yusuf,Snacks,Noodles,,
OD5455,Ravi,Food Grains,Organic Staples,,
OD5456,Ganesh,"Eggs, Meat & Fish",Mutton,,
OD5457,Ravi,Snacks,Cookies,,
OD5458,Ravi,Beverages,Health Drinks,,
OD5459,Sudeep,Beverages,Soft Drinks,,
OD5460,Sudha,Beverages,Health Drinks,,
OD5461,Amrish,"Eggs, Meat & Fish",Fish,,
OD5462,Kumar,"Eggs, Meat & Fish",Fish,,
OD5463,Jonas,Oil & Masala,Edible Oil & Ghee,,
OD5464,Sabeela,Snacks,Noodles,,
OD5465,Mathew,Beverages,Health Drinks,,
OD5466,Peer,Food Grains,Atta & Flour,,
OD5467,Shree,Snacks,Noodles,,
OD5468,Willams,Food Grains,Dals & Pulses,,
OD5469,Amy,Snacks,Noodles,,
OD5470,Alan,"Eggs, Meat & Fish",Eggs,,
OD5471,Vinne,Snacks,Chocolates,,
OD5472,Verma,Beverages,Health Drinks,,
OD5473,Ridhesh,Bakery,Biscuits,,
OD5474,Adavan,Food Grains,Dals & Pulses,,
OD5475,Ravi,Food Grains,Organic Staples,,
OD5476,Aditi,Food Grains,Atta & Flour,,
OD5477,Anu,"Eggs, Meat & Fish",Eggs,,
OD5478,Harish,Bakery,Cakes,,
OD5479,Veronica,Bakery,Biscuits,,
OD5480,Willams,Food Grains,Organic Staples,,
OD5481,Komal,Oil & Masala,Masalas,,
OD5482,Mathew,Snacks,Chocolates,,
OD5483,Amrish,Food Grains,Rice,,
OD5484,Hussain,Snacks,Cookies,,
OD5485,Sudha,Oil & Masala,Masalas,,
OD5486,Ganesh,"Eggs, Meat & Fish",Chicken,,
OD5487,Hussain,"Eggs, Meat & Fish",Mutton,,
OD5488,Hafiz,Food Grains,Atta & Flour,,
OD5489,Hussain,Food Grains,Organic Staples,,
OD5490,Peer,"Eggs, Meat & Fish",Fish,,
OD5491,Kumar,Fruits & Veggies,Fresh Fruits,,
OD5492,Roshan,Fruits & Veggies,Organic Fruits,,
OD5493,Ramesh,Oil & Masala,Spices,,
OD5494,Aditi,Fruits & Veggies,Organic Vegetables,,
OD5495,Krithika,Oil & Masala,Spices,,
OD5496,Amy,Fruits & Veggies,Organic Fruits,,
OD5497,Vidya,Fruits & Veggies,Organic Vegetables,,
OD5498,Ram,Bakery,Cakes,,
OD5499,Harish,Fruits & Veggies,Organic Vegetables,,
OD5500,Roshan,Bakery,Biscuits,,
OD5501,Sundar,"Eggs, Meat & Fish",Mutton,,
OD5502,Vince,Food Grains,Organic Staples,,
OD5503,Kumar,Fruits & Veggies,Fresh Fruits,,
OD5504,Hussain,Beverages,Health Drinks,,
OD5505,Sundar,Oil & Masala,Masalas,,
OD5506,Aditi,Bakery,Cakes,,
OD5507,Hafiz,Fruits & Veggies,Fresh Fruits,,
OD5508,Adavan,Oil & Masala,Spices,,
OD5509,Ganesh,Fruits & Veggies,Organic Fruits,,
OD5510,Mathew,"Eggs, Meat & Fish",Eggs,,
OD5511,Sundar,"Eggs, Meat & Fish",Chicken,,
OD5512,Anu,Bakery,Cakes,,
OD5513,Haseena,Beverages,Health Drinks,,
OD5514,Peer,Fruits & Veggies,Fresh Vegetables,,
OD5515,Krithika,"Eggs, Meat & Fish",Fish,,
OD5516,Harish,Beverages,Soft Drinks,,
OD5517,Surya,Beverages,Health Drinks,,
OD5518,Amrish,Beverages,Soft Drinks,,
OD5519,Yusuf,Snacks,Chocolates,,
OD5520,Kumar,Food Grains,Atta & Flour,,
OD5521,Jonas,Snacks,Chocolates,,
OD5522,Jonas,Bakery,Biscuits,,
OD5523,Amrish,Bakery,Breads & Buns,,
OD5524,Ram,Oil & Masala,Spices,,
OD5525,Mathew,Snacks,Noodles,,
OD5526,Kumar,Snacks,Noodles,,
OD5527,Suresh,Bakery,Cakes,,
OD5528,Komal,Food Grains,Rice,,
OD5529,Amy,Snacks,Noodles,,
OD5530,Amy,Bakery,Cakes,,
OD5531,Sheeba,"Eggs, Meat & Fish",Fish,,
OD5532,Arvind,Food Grains,Rice,,
OD5533,Sudha,Fruits & Veggies,Organic Fruits,,
OD5534,Arutra,Oil & Masala,Edible Oil & Ghee,,
OD5535,Sabeela,Bakery,Cakes,,
OD5536,Hafiz,Bakery,Breads & Buns,,
OD5537,Yusuf,Fruits & Veggies,Fresh Fruits,,
OD5538,Surya,Food Grains,Dals & Pulses,,
OD5539,Verma,"Eggs, Meat & Fish",Fish,,
OD5540,Muneer,"Eggs, Meat & Fish",Eggs,,
OD5541,Vinne,"Eggs, Meat & Fish",Eggs,,
OD5542,Vidya,Snacks,Chocolates,,
OD5543,Jonas,Oil & Masala,Masalas,,
OD5544,Veronica,Oil & Masala,Spices,,
OD5545,Ram,Snacks,Cookies,,
OD5546,Shah,Fruits & Veggies,Fresh Vegetables,,
OD5547,Veronica,Snacks,Cookies,,
OD5548,Ridhesh,Oil & Masala,Spices,,
OD5549,Hussain,Oil & Masala,Spices,,
OD5550,Vince,Beverages,Health Drinks,,
OD5551,Willams,Oil & Masala,Masalas,,
OD5552,Sundar,Fruits & Veggies,Organic Fruits,,
OD5553,Verma,"Eggs, Meat & Fish",Mutton,,
OD5554,Ramesh,"Eggs, Meat & Fish",Chicken,,
OD5555,Roshan,Bakery,Breads & Buns,,
OD5556,Sabeela,Snacks,Chocolates,,
OD5557,Sudha,Fruits & Veggies,Organic Vegetables,,
OD5558,Amrish,Beverages,Health Drinks,,
OD5559,Sheeba,Fruits & Veggies,Fresh Fruits,,
OD5560,Muneer,Fruits & Veggies,Organic Vegetables,,
OD5561,James,"Eggs, Meat & Fish",Fish,,
OD5562,Malik,Oil & Masala,Edible Oil & Ghee,,
OD5563,Ram,Food Grains,Organic Staples,,
OD5564,Surya,"Eggs, Meat & Fish",Chicken,,
OD5565,Sundar,Bakery,Biscuits,,
OD5566,Mathew,Beverages,Health Drinks,,
OD5567,Amrish,Beverages,Health Drinks,,
OD5568,Yadav,Bakery,Cakes,,
OD5569,Mathew,"Eggs, Meat & Fish",Fish,,
OD5570,Jonas,Snacks,Chocolates,,
OD5571,Ganesh,Food Grains,Rice,,
OD5572,Ram,Bakery,Biscuits,,
OD5573,Veena,Snacks,Chocolates,,
OD5574,Suresh,"Eggs, Meat & Fish",Mutton,,
OD5575,Hafiz,Oil & Masala,Edible Oil & Ghee,,
OD5576,Akash,Fruits & Veggies,Organic Fruits,,
OD5577,Sharon,Snacks,Noodles,,
OD5578,Veena,Snacks,Cookies,,
OD5579,Vinne,Food Grains,Organic Staples,,
OD5580,Sundar,"Eggs, Meat & Fish",Fish,,
OD5581,Yusuf,Food Grains,Organic Staples,,
OD5582,Ram,Snacks,Noodles,,
OD5583,Veena,Snacks,Cookies,,
OD5584,Alan,Bakery,Cakes,,
OD5585,Sudeep,Food Grains,Atta & Flour,,
OD5586,Vinne,Fruits & Veggies,Organic Fruits,,
OD5587,Alan,Food Grains,Organic Staples,,
OD5588,Muneer,Snacks,Chocolates,,
OD5589,Jonas,Beverages,Soft Drinks,,
OD5590,Muneer,Fruits & Veggies,Fresh Vegetables,,
OD5591,Veronica,Fruits & Veggies,Fresh Fruits,,
OD5592,Jonas,Bakery,Breads & Buns,,
OD5593,Anu,Fruits & Veggies,Organic Vegetables,,
OD5594,Malik,"Eggs, Meat & Fish",Mutton,,
OD5595,Peer,Fruits & Veggies,Organic Vegetables,,
OD5596,James,Beverages,Health Drinks,,
OD5597,Vince,Beverages,Soft Drinks,,
OD5598,Vidya,Oil & Masala,Spices,,
OD5599,Ram,Bakery,Biscuits,,
OD5600,Sundar,Oil & Masala,Masalas,,
OD5601,Kumar,Food Grains,Atta & Flour,,
OD5602,Veena,Beverages,Soft Drinks,,
OD5603,Mathew,Oil & Masala,Edible Oil & Ghee,,
OD5604,Verma,Oil & Masala,Spices,,
OD5605,Anu,Bakery,Breads & Buns,,
OD5606,Vinne,Snacks,Cookies,,
OD5607,Alan,"Eggs, Meat & Fish",Eggs,,
OD5608,Yadav,Snacks,Cookies,,
OD5609,Ram,Fruits & Veggies,Organic Vegetables,,
OD5610,Amy,Beverages,Soft Drinks,,
OD5611,Yadav,Fruits & Veggies,Fresh Vegetables,,
OD5612,Yusuf,Fruits & Veggies,Fresh Vegetables,,
OD5613,Muneer,"Eggs, Meat & Fish",Eggs,,
OD5614,Arutra,Food Grains,Organic Staples,,
OD5615,Shree,Bakery,Breads & Buns,,
OD5616,Muneer,Snacks,Chocolates,,
OD5617,Sudha,Fruits & Veggies,Fresh Vegetables,,
OD5618,Arutra,Oil & Masala,Spices,,
OD5619,Jonas,"Eggs, Meat & Fish",Chicken,,
OD5620,Sharon,Fruits & Veggies,Fresh Fruits,,
OD5621,Peer,Snacks,Cookies,,
OD5622,Krithika,"Eggs, Meat & Fish",Mutton,,
OD5623,Alan,"Eggs, Meat & Fish",Fish,,
OD5624,Muneer,Bakery,Cakes,,
OD5625,Vince,Food Grains,Organic Staples,,
OD5626,Ram,Beverages,Health Drinks,,
OD5627,Hussain,Beverages,Health Drinks,,
OD5628,Sudha,Fruits & Veggies,Fresh Fruits,,
OD5629,Vinne,Snacks,Chocolates,,
OD5630,Rumaiza,Bakery,Biscuits,,
OD5631,Vinne,Bakery,Breads & Buns,,
OD5632,Akash,Food Grains,Rice,,
OD5633,Harish,Beverages,Soft Drinks,,
OD5634,Yusuf,Fruits & Veggies,Fresh Vegetables,,
OD5635,Esther,Food Grains,Rice,,
OD5636,Ramesh,"Eggs, Meat & Fish",Eggs,,
OD5637,Ram,Food Grains,Atta & Flour,,
OD5638,Rumaiza,Snacks,Chocolates,,
OD5639,Verma,Food Grains,Dals & Pulses,,
OD5640,Muneer,Bakery,Cakes,,
OD5641,Ramesh,Bakery,Cakes,,
OD5642,Sundar,Oil & Masala,Masalas,,
OD5643,Sabeela,Snacks,Cookies,,
OD5644,Vidya,Beverages,Health Drinks,,
OD5645,Vince,Food Grains,Dals & Pulses,,
OD5646,Harish,Bakery,Breads & Buns,,
OD5647,Rumaiza,Bakery,Biscuits,,
OD5648,Rumaiza,Food Grains,Atta & Flour,,
OD5649,Surya,Food Grains,Organic Staples,,
OD5650,Peer,Snacks,Noodles,,
OD5651,Alan,Oil & Masala,Edible Oil & Ghee,,
OD5652,Willams,Beverages,Soft Drinks,,
OD5653,Esther,Snacks,Noodles,,
OD5654,Hafiz,Snacks,Chocolates,,
OD5655,Ganesh,Bakery,Breads & Buns,,
OD5656,Veena,"Eggs, Meat & Fish",Mutton,,
OD5657,Sudha,Fruits & Veggies,Fresh Vegetables,,
OD5658,Sabeela,Snacks,Noodles,,
OD5659,Anu,Beverages,Health Drinks,,
OD5660,Rumaiza,Beverages,Soft Drinks,,
OD5661,Yusuf,Snacks,Cookies,,
OD5662,Harish,Beverages,Soft Drinks,,
OD5663,Esther,Snacks,Noodles,,
OD5664,Veronica,Food Grains,Organic Staples,,
OD5665,Kumar,Snacks,Chocolates,,
OD5666,Mathew,Food Grains,Dals & Pulses,,
OD5667,Muneer,Oil & Masala,Masalas,,
OD5668,Komal,Food Grains,Rice,,
OD5669,Kumar,"Eggs, Meat & Fish",Eggs,,
OD5670,Muneer,Food Grains,Rice,,
OD5671,Ramesh,Oil & Masala,Spices,,
OD5672,Sudeep,Bakery,Biscuits,,
OD5673,Kumar,Food Grains,Rice,,
OD5674,Ramesh,Bakery,Breads & Buns,,
OD5675,Vinne,Food Grains,Rice,,
OD5676,Jonas,"Eggs, Meat & Fish",Eggs,,
OD5677,Sheeba,"Eggs, Meat & Fish",Eggs,,
OD5678,Sudha,Snacks,Chocolates,,
OD5679,Amrish,Bakery,Breads & Buns,,
OD5680,Jackson,Snacks,Cookies,,
OD5681,Shah,"Eggs, Meat & Fish",Fish,,
OD5682,Hussain,Bakery,Biscuits,,
OD5683,Esther,Fruits & Veggies,Fresh Vegetables,,
OD5684,Vince,Fruits & Veggies,Fresh Vegetables,,
OD5685,Sundar,Food Grains,Rice,,
OD5686,Amrish,Bakery,Biscuits,,
OD5687,Vidya,Oil & Masala,Spices,,
OD5688,Ridhesh,Beverages,Health Drinks,,
OD5689,Yusuf,Oil & Masala,Edible Oil & Ghee,,
OD5690,Haseena,Food Grains,Rice,,
OD5691,Veena,Food Grains,Dals & Pulses,,
OD5692,Krithika,Bakery,Biscuits,,
OD5693,Sundar,Food Grains,Rice,,
OD5694,Vidya,Food Grains,Dals & Pulses,,
OD5695,Vidya,Beverages,Soft Drinks,,
OD5696,Ram,Bakery,Biscuits,,
OD5697,Aditi,Snacks,Chocolates,,
OD5698,Alan,Fruits & Veggies,Fresh Vegetables,,
OD5699,Aditi,Beverages,Soft Drinks,,
OD5700,Willams,Bakery,Biscuits,,
OD5701,Akash,Bakery,Biscuits,,
OD5702,Malik,Beverages,Health Drinks,,
OD5703,Veena,"Eggs, Meat & Fish",Chicken,,
OD5704,Aditi,"Eggs, Meat & Fish",Chicken,,
OD5705,Arvind,Fruits & Veggies,Fresh Vegetables,,
OD5706,Sheeba,Beverages,Soft Drinks,,
OD5707,Jonas,Oil & Masala,Edible Oil & Ghee,,
OD5708,Ram,Bakery,Cakes,,
OD5709,Komal,Oil & Masala,Masalas,,
OD5710,Sundar,Oil & Masala,Masalas,,
OD5711,Akash,Snacks,Noodles,,
OD5712,Arutra,Fruits & Veggies,Fresh Fruits,,
OD5713,Amrish,Fruits & Veggies,Organic Vegetables,,
OD5714,Ram,Food Grains,Atta & Flour,,
OD5715,Vinne,Snacks,Noodles,,
OD5716,Ridhesh,"Eggs, Meat & Fish",Fish,,
OD5717,Yusuf,Snacks,Cookies,,
OD5718,Sudha,Bakery,Biscuits,,
OD5719,Ridhesh,Beverages,Health Drinks,,
OD5720,Sudeep,"Eggs, Meat & Fish",Eggs,,
OD5721,Haseena,Food Grains,Organic Staples,,
OD5722,Veena,Fruits & Veggies,Fresh Vegetables,,
OD5723,Vince,Bakery,Breads & Buns,,
OD5724,Suresh,Food Grains,Rice,,
OD5725,Jackson,"Eggs, Meat & Fish",Mutton,,
OD5726,Ridhesh,"Eggs, Meat & Fish",Eggs,,
OD5727,Verma,Food Grains,Rice,,
OD5728,Malik,"Eggs, Meat & Fish",Chicken,,
OD5729,Sudeep,Oil & Masala,Masalas,,
OD5730,Krithika,Bakery,Cakes,,
OD5731,Ramesh,Bakery,Biscuits,,
OD5732,Mathew,Snacks,Chocolates,,
OD5733,Ganesh,Food Grains,Atta & Flour,,
OD5734,Yadav,Beverages,Soft Drinks,,
OD5735,Malik,Snacks,Noodles,,
OD5736,Sudeep,"Eggs, Meat & Fish",Fish,,
OD5737,Arutra,"Eggs, Meat & Fish",Fish,,
OD5738,Sharon,"Eggs, Meat & Fish",Fish,,
OD5739,Haseena,Fruits & Veggies,Fresh Fruits,,
OD5740,Haseena,Food Grains,Rice,,
